What is your age?,What is your gender?,Where are you from?,What do you do currently?,What is your approximate monthly travel or personal spending budget?,Which place did you visit recently?,What type of trip was it?,How many days did the trip last?,Which month did you travel?,In Which season do you visited?,What was your approximate total trip budget (in rupees)?,What was your primary mode of travel?,How would you describe your stay/hotel experience?,Rate the local transportation experience.,How good were the sightseeing places?,"Overall, how satisfied were you with the trip?",Would you like to revisit the same destination?,"If you travel again, what kind of experience would you prefer?"
19,Male,Tamil Nadu,Student,"Less than â‚¹1,000",Manali ,Friends trip,5,October,autumn,22600,Bus,Good,3,4,4,Yes,Nature & sightseeing
17,Female,Andhra Pradesh ,Student,"Less than â‚¹1,000",Churu,Solo,5,May,Summer,6064,Train,Excellent,5,3,5,Yes,Cultural exploration
20,Female,madhya pradesh,Student,"Less than â‚¹1,000",Amritsar ,Friends trip,1,November,rainy,2000,Train,Average,4,4,4,Maybe,Relaxing holiday
26,Male,Patna,Working Professional,"â‚¹7,000 â€“ â‚¹15,000",Hyderabad ,Friends trip,7,May,Summer,18000,Flight,Excellent,4,5,4,Yes,Budget travel
22,Male,west bengal,Student,"â‚¹3,000 â€“ â‚¹7,000",kashmir,Friends trip,5,February,Rainy,2000,Train,Good,5,5,5,Yes,Cultural exploration
21,Female,Andhra Pradesh,Student,"Above â‚¹15,000",dwarkadhish temple,Friends trip,3,October,Spring,4000,Train,Average,5,5,5,Yes,Relaxing holiday
20,Male,Andhra Pradesh,Student,"Less than â‚¹1,000",Haridwar ,Friends trip,3,September,rainy,5000,Bike,Good,3,5,4,Yes,Adventure trip
21,Male,Tamil Nadu,Student,"â‚¹1,000 â€“ â‚¹3,000",taj mahal,Solo,4,November,rainy,3400,Bus,Good,5,5,5,Yes,Relaxing holiday
18,Female,andhra pradesh,Student,"Less than â‚¹1,000",Kashmir ,Family trip,2,November,winter,3252,Train,Good,4,4,5,Yes,Nature & sightseeing
21,Female,Bihar ,Student,"Less than â‚¹1,000",Amritsar ,Friends trip,1,September,Autumn,1300,Car,Average,1,3,5,No,Luxury travel
24,Female,sri lanka,Student,"â‚¹1,000 â€“ â‚¹3,000",Manali,Family trip,9,July,summer,22550,Car,Good,4,2,4,Yes,Relaxing holiday
23,Male,sri lanka,Student,"Less than â‚¹1,000",Amristar ,Friends trip,11,November,rainy,28000,Bike,Excellent,4,1,5,Yes,Cultural exploration
23,Female,punjab,Student,"â‚¹1,000 â€“ â‚¹3,000",Kashmiri ,Friends trip,5,October,Spring,7000,Train,Good,4,4,5,No,Nature & sightseeing
29,Female,odisha,Student,"â‚¹1,000 â€“ â‚¹3,000",manali,Friends trip,1,January,winter,1048,Car,Average,3,5,5,Yes,Nature & sightseeing
19,Female,punjab,Student,"â‚¹1,000 â€“ â‚¹3,000",Delhi,Family trip,1,March,summer,1124,Train,Good,5,5,4,Yes,Relaxing holiday
24,Female,Andhra Pradesh,Student,"â‚¹1,000 â€“ â‚¹3,000",Amritsar,Family trip,3,March,Spring,3386,Bus,Average,2,5,3,Yes,Adventure trip
18,Male,nepal,Student,"â‚¹1,000 â€“ â‚¹3,000",taj mahal,Friends trip,9,May,autumn,23700,Bus,Average,3,5,2,Yes,Adventure trip
21,Male,goa,Student,"â‚¹1,000 â€“ â‚¹3,000",Bangalore ,Friends trip,4,February,rainy,10000,Car,Average,3,4,4,Yes,Relaxing holiday
18,Female,Bihar ,Student,"â‚¹3,000 â€“ â‚¹7,000",Panipat,Friends trip,3,July,Spring,3469,Bus,Excellent,4,4,3,Maybe,Nature & sightseeing
17,Female,Andhra Pradesh,Student,"â‚¹7,000 â€“ â‚¹15,000",Dehradun ,Family trip,2,October,Summer,3240,Train,Average,3,4,4,Yes,Adventure trip
33,Male,Karnataka,Working Professional,"Less than â‚¹1,000",Indian subcontinent ,Family trip,5,April,rainy,19900,Car,Good,5,5,4,Yes,Adventure trip
22,Female,uttar pradesh,Student,"â‚¹3,000 â€“ â‚¹7,000",punjab,Family trip,2,October,Summer,3371,Car,Good,5,5,5,No,Relaxing holiday
25,Female,andhra pradesh,Homemaker,"Less than â‚¹1,000",Hyderabad ,Family trip,3,October,winter,3000,Bus,Average,2,5,2,Maybe,Relaxing holiday
23,Male,Karnataka,Student,"Less than â‚¹1,000",Mussoorie ,Solo,2,June,autumn,2027,Bus,Average,1,5,5,Maybe,Nature & sightseeing
20,Male,Rajasthan ,Student,"Less than â‚¹1,000",Spiti ,Friends trip,4,November,winter,10000,Bike,Good,1,5,5,Yes,Adventure trip
20,Female,Karnataka,Student,"â‚¹7,000 â€“ â‚¹15,000",Agra,Friends trip,1,June,Spring,1609,Bus,Average,4,3,4,Yes,Adventure trip
20,Male,Andhra Pradesh,Student,"â‚¹1,000 â€“ â‚¹3,000",Jalandhar,Friends trip,3,September,autumn,4000,Train,Good,1,3,3,Yes,Relaxing holiday
20,Female,Telengana ,Student,"Less than â‚¹1,000",Goa,Solo,5,October,Winter,2000,Flight,Excellent,5,5,5,Yes,Adventure trip
21,Female,meghalaya,Student,"â‚¹3,000 â€“ â‚¹7,000",Jhalandar ,Friends trip,4,December,autumn,6600,Bus,Average,1,2,4,Yes,Adventure trip
17,Female,andhra Pradesh,Business,"Less than â‚¹1,000",Loktak Lake,Solo,9,October,Rainy,16450,Bike,Poor,5,4,5,Yes,Relaxing holiday
20,Female,andhra pradesh,Student,"Less than â‚¹1,000",Delhi,Family trip,5,September,Spring,5000,Train,Good,3,4,4,Yes,Cultural exploration
19,Male,Andhra Pradesh,Student,"â‚¹3,000 â€“ â‚¹7,000",ooty,Friends trip,5,February,winter,20000,Car,Good,3,5,5,Maybe,Adventure trip
20,Female,haryana,Student,"â‚¹3,000 â€“ â‚¹7,000",Amritsar,Friends trip,1,November,autumn,1500,Bike,Excellent,2,2,1,Yes,Nature & sightseeing
19,Female,jammu,Student,"â‚¹3,000 â€“ â‚¹7,000",Khatu Ringus ,Friends trip,1,November,rainy,2700,Bike,Good,4,5,4,Yes,Nature & sightseeing
17,Male,assam,Student,"Less than â‚¹1,000",Amritsar ,Friends trip,2,November,winter,10000,Train,Average,5,2,3,No,Adventure trip
18,Female,uttar pradesh,Student,"â‚¹1,000 â€“ â‚¹3,000",Kedarnath ,Friends trip,5,October,Spring,8000,Car,Average,4,5,5,Yes,Budget travel
18,Female,Chennai,Student,"Less than â‚¹1,000",Delhi ,Solo,5,October,summer,5376,Car,Average,2,5,3,No,Cultural exploration
22,Female,nepal,Student,"Above â‚¹15,000",Jammu,Business trip,6,August,winter,8896,Flight,Good,3,5,4,Yes,Nature & sightseeing
21,Female,Kerala,Student,"Less than â‚¹1,000",Triund ,Friends trip,3,October,Summer,5000,Bus,Good,5,5,5,Yes,Nature & sightseeing
17,Prefer not to say,punjab,Business,"Less than â‚¹1,000",lotus temple,Business trip,3,November,autumn,6000,Train,Excellent,1,5,5,Yes,Adventure trip
19,Female,Maharashtra ,Student,"â‚¹1,000 â€“ â‚¹3,000",Jalandhar ,Friends trip,1,November,rainy,7000,Bus,Average,2,3,3,Maybe,Relaxing holiday
17,Female,Jammu,Student,"â‚¹7,000 â€“ â‚¹15,000",kashmir,Family trip,2,October,Autumn,2000,Bus,Excellent,4,3,4,No,Relaxing holiday
20,Male,punjab,Student,"Less than â‚¹1,000",Manali,Friends trip,4,October,summer,5733,Car,Average,2,5,5,Maybe,Nature & sightseeing
29,Female,kerela,Student,"Less than â‚¹1,000",Punjab,Friends trip,1,October,Spring,1767,Bus,Good,4,5,5,Yes,Luxury travel
17,Female,Hyderabad ,Student,"Less than â‚¹1,000",Vrindavan ,Friends trip,1,December,autumn,1585,Train,Good,4,5,5,Yes,Adventure trip
19,Male,Andhra Pradesh,Student,"â‚¹1,000 â€“ â‚¹3,000",Jalandhar ,Friends trip,1,November,Spring,6000,Bike,Average,2,1,2,Yes,Budget travel
20,Male,odisha,Student,"Less than â‚¹1,000",Manali ,Friends trip,3,October,rainy,10000,Car,Excellent,4,5,5,No,Adventure trip
17,Male,uttar pradesh,Student,"â‚¹3,000 â€“ â‚¹7,000",Delhi,Family trip,1,December,rainy,1105,Train,Good,5,5,4,Maybe,Cultural exploration
22,Female,andhra pradesh,Student,"â‚¹1,000 â€“ â‚¹3,000",Vrindhavan,Business trip,4,October,winter,7148,Bus,Good,4,5,5,Yes,Luxury travel
20,Female,Chennai,Student,"Less than â‚¹1,000",Kanyakumari,Business trip,5,September,Autumn,36500,Flight,Good,5,5,5,Yes,Adventure trip
24,Male,chittoor,Homemaker,"â‚¹1,000 â€“ â‚¹3,000",assam,Friends trip,9,may,Autumn,18540,Train,Good,4,3,4,Yes,Budget travel
20,Female,punjab,Student,"Less than â‚¹1,000",Amritsar,Friends trip,3,October,autumn,2788,Train,Average,4,3,3,Yes,Luxury travel
21,Male,Nagpur ,Student,"Above â‚¹15,000",Baijnath ,Friends trip,3,November,Winter,5000,Bus,Good,3,5,5,Maybe,Nature & sightseeing
24,Female,jammu,Student,"â‚¹3,000 â€“ â‚¹7,000",Jammu,Friends trip,8,November,Rainy,11996,Train,Average,3,4,4,Yes,Adventure trip
19,Female,Andhra Pradesh,Student,"â‚¹1,000 â€“ â‚¹3,000",Agra,Friends trip,3,May,autumn,5000,Train,Average,4,4,5,Maybe,Relaxing holiday
27,Male,andhra Pradesh,Student,"Less than â‚¹1,000",Vijayawada,Solo,6,April,Rainy,2000,Bus,Poor,5,4,5,Yes,Luxury travel
23,Female,punjab,Student,"Less than â‚¹1,000",Katra,Friends trip,1,October,rainy,1688,Car,Good,3,5,5,Yes,Relaxing holiday
19,Female,nepal,Student,"Less than â‚¹1,000",double decker living root bridge,Family trip,7,July,summer,8000,Car,Average,5,4,5,Yes,Cultural exploration
20,Female,Delhi,Student,"Less than â‚¹1,000",tirupati,Solo,4,June,Winter,3400,Flight,Excellent,4,4,4,No,Relaxing holiday
21,Female,uttar pradesh,Student,"â‚¹1,000 â€“ â‚¹3,000",Ram mandir ,Friends trip,8,October,Spring,10356,Bus,Average,4,5,5,No,Cultural exploration
21,Female,Kerala,Student,"â‚¹1,000 â€“ â‚¹3,000",Triund ,Friends trip,3,October,Autumn,7000,Bus,Good,3,5,5,Yes,Cultural exploration
22,Female,haryana,Student,"â‚¹1,000 â€“ â‚¹3,000",Katra,Solo,1,August,autumn,1226,Bike,Good,3,5,3,Yes,Relaxing holiday
18,Female,kerala,Student,"â‚¹1,000 â€“ â‚¹3,000",Amritsar ,Family trip,2,August,summer,9000,Train,Good,3,5,5,Maybe,Nature & sightseeing
18,Male,Himachal Pradesh ,Student,"â‚¹3,000 â€“ â‚¹7,000",Baijnath ,Solo,2,October,summer,20000,Car,Excellent,5,5,5,Yes,Relaxing holiday
18,Male,punjab,Student,"â‚¹1,000 â€“ â‚¹3,000",aruku valley,Solo,5,November,Spring,9900,Train,Good,5,5,5,Yes,Relaxing holiday
20,Female,Khammam,Student,"â‚¹3,000 â€“ â‚¹7,000",Dharmashala,Friends trip,4,October,Winter,5480,Train,Good,4,4,3,Yes,Relaxing holiday
19,Female,telangana,Student,"Less than â‚¹1,000",Jaipur,Friends trip,3,September,winter,1200,Flight,Excellent,3,5,4,Maybe,Nature & sightseeing
22,Male,sikkim,Student,"â‚¹7,000 â€“ â‚¹15,000",aruku valley,Friends trip,2,October,rainy,3000,Car,Average,3,3,4,Yes,Adventure trip
19,Female,uttarakhand,Student,"Less than â‚¹1,000",Punjab,Friends trip,2,March,rainy,2000,Bus,Good,3,3,3,Yes,Cultural exploration
25,Male,andhra pradesh,Student,"â‚¹7,000 â€“ â‚¹15,000",manali,Solo,9,November,Winter,30000,Train,Good,4,5,4,Yes,Budget travel
21,Female,telangana,Student,"â‚¹1,000 â€“ â‚¹3,000",Jammu Kashmir ,Friends trip,5,October,autumn,4751,Flight,Good,5,5,3,Yes,Adventure trip
20,Male,Hyderabad ,Working Professional,"â‚¹1,000 â€“ â‚¹3,000",Kashmir ,Solo,5,May,Summer,19000,Flight,Excellent,5,4,4,Yes,Luxury travel
25,Female,madhya pradesh,Student,"Less than â‚¹1,000",hyderabad,Friends trip,3,October,summer,4120,Train,Excellent,3,5,4,Yes,Relaxing holiday
21,Male,Rajasthan ,Student,"â‚¹3,000 â€“ â‚¹7,000",Kashmir ,Friends trip,5,October,rainy,8900,Car,Average,3,5,4,Yes,Nature & sightseeing
21,Female,madhya pradesh,Student,"â‚¹1,000 â€“ â‚¹3,000",Bali,Friends trip,5,December,rainy,9050,Bus,Good,5,4,5,Yes,Adventure trip
19,Female,Hyderabad,Student,"â‚¹7,000 â€“ â‚¹15,000",mini switzerland,Friends trip,4,November,Winter,4000,Car,Good,5,5,5,No,Relaxing holiday
21,Male,jammu,Student,"â‚¹3,000 â€“ â‚¹7,000",mini switzerland,Family trip,7,February,Spring,6000,Train,Excellent,5,5,5,Yes,Budget travel
19,Female,Maharashtra ,Student,"â‚¹1,000 â€“ â‚¹3,000",Triund,Family trip,5,May,Spring,8243,Flight,Average,2,5,4,Yes,Nature & sightseeing
17,Male,goa,Student,"Above â‚¹15,000",sun temple,Friends trip,1,November,summer,1087,Flight,Excellent,3,3,4,Yes,Relaxing holiday
20,Male,andhra pradesh,Student,"Less than â‚¹1,000",Varansi,Friends trip,3,September,rainy,1000,Train,Good,4,5,5,Yes,Cultural exploration
17,Male,Tamil Nadu,Student,"â‚¹1,000 â€“ â‚¹3,000",Jaipur ,Solo,4,May,winter,4772,Bus,Excellent,5,5,4,Maybe,Budget travel
20,Male,Punjab,Student,"â‚¹1,000 â€“ â‚¹3,000",manali,Friends trip,7,September,autumn,9108,Train,Good,5,5,4,Yes,Relaxing holiday
19,Female,punjab,Student,"â‚¹7,000 â€“ â‚¹15,000",Amritsar ,Friends trip,1,October,autumn,900,Bus,Good,4,5,5,Yes,Relaxing holiday
22,Female,andhra pradesh,Working Professional,"â‚¹1,000 â€“ â‚¹3,000",punjab ,Solo,8,July,winter,28000,Flight,Good,3,4,4,Maybe,Cultural exploration
19,Female,andhra pradesh,Student,"â‚¹1,000 â€“ â‚¹3,000",Ayodhya ,Friends trip,3,October,summer,10000,Train,Average,3,4,3,No,Cultural exploration
18,Female,haryana,Student,"â‚¹7,000 â€“ â‚¹15,000",Bengaluru ,Family trip,7,July,autumn,30000,Flight,Excellent,4,5,5,Yes,Nature & sightseeing
21,Female,andhra pradesh,Student,"â‚¹1,000 â€“ â‚¹3,000",Tirupati ,Solo,1,October,Summer,1698,Train,Average,4,4,5,Yes,Adventure trip
19,Male,delhi,Student,"â‚¹1,000 â€“ â‚¹3,000",mini switzerland,Solo,3,October,summer,5000,Train,Average,3,2,3,No,Cultural exploration
24,Male,odisha,Farmer ,"Less than â‚¹1,000",double decker living root bridge,Friends trip,5,October,autumn,7680,Train,Excellent,4,4,5,Yes,Cultural exploration
19,Male,haryana,Student,"Less than â‚¹1,000",manali,Family trip,6,August,summer,10616,Bike,Good,3,5,4,Yes,Nature & sightseeing
20,Female,haryana,Student,"â‚¹3,000 â€“ â‚¹7,000",Amritsar,Solo,2,June,rainy,3000,Train,Average,3,5,5,Maybe,Relaxing holiday
23,Female,Khammam,Student,"â‚¹1,000 â€“ â‚¹3,000",sri Jagannath Puri Temple,Solo,4,July,Autumn,4250,Train,Excellent,4,4,4,No,Cultural exploration
19,Female,Telengana ,Student,"Less than â‚¹1,000",Pushkar,Family trip,2,November,winter,1000,Car,Good,1,1,1,Maybe,Cultural exploration
22,Male,Andhra Pradesh,Student,"â‚¹3,000 â€“ â‚¹7,000",Golden temple ,Friends trip,3,August,Spring,10000,Train,Average,3,3,4,Yes,Cultural exploration
20,Male,delhi,Student,"â‚¹3,000 â€“ â‚¹7,000",Red fort ,Friends trip,3,July,summer,5000,Bike,Excellent,5,5,5,Yes,Relaxing holiday
19,Female,telangana,Student,"â‚¹3,000 â€“ â‚¹7,000",Tirupati,Family trip,7,June,Spring,11956,Train,Average,5,5,2,Maybe,Cultural exploration
19,Female,uttar pradesh,Student,"Above â‚¹15,000",Bangalore ,Family trip,2,November,rainy,3008,Train,Good,4,1,4,Yes,Adventure trip
20,Male,Andhra Pradesh,Student,"Less than â‚¹1,000",Punjab,Friends trip,4,August,winter,6867,Train,Average,3,3,4,Yes,Adventure trip
18,Female,Punjab,Student,"Less than â‚¹1,000",Shimal ,Friends trip,6,June,Spring,1000,Flight,Good,3,3,4,Maybe,Nature & sightseeing
23,Female,Jharkhand,Student,"â‚¹1,000 â€“ â‚¹3,000",Uttarakhand,Family trip,7,October,Summer,11280,Bus,Good,5,5,5,Yes,Adventure trip
24,Male,Andhra Pradesh ,Student,"Less than â‚¹1,000",Manali,Family trip,7,November,Rainy,25000,Train,Average,4,5,5,Yes,Food-focused trip
22,Female,gujarat,Student,"â‚¹3,000 â€“ â‚¹7,000",Jalandhar ,Family trip,3,November,rainy,2691,Bus,Average,3,3,3,No,Cultural exploration
22,Male,Haryana ,Student,"Less than â‚¹1,000",Amirtsar,Family trip,5,June,Summer,8537,Car,Average,5,5,5,Yes,Cultural exploration
21,Male,Andhra Pradesh,Student,"â‚¹3,000 â€“ â‚¹7,000",Kedarnath ,Family trip,1,November,Autumn,1078,Bus,Good,1,5,4,Yes,Adventure trip
18,Female,Andhra pradesh ,Student,"â‚¹1,000 â€“ â‚¹3,000",Manali ,Friends trip,4,October,Winter,5000,Bus,Excellent,4,5,5,Yes,Adventure trip
19,Female,Maharashtra ,Student,"â‚¹3,000 â€“ â‚¹7,000",Triund,Family trip,3,October,Winter,3500,Bus,Average,2,4,5,Maybe,Nature & sightseeing
19,Female,Haryana ,Student,"â‚¹3,000 â€“ â‚¹7,000",Amritsar ,Friends trip,3,November,Winter,4000,Bus,Average,3,5,5,Yes,Adventure trip
19,Male,kerala,Student,"â‚¹7,000 â€“ â‚¹15,000",dwarkadhish temple,Solo,5,November,winter,5212,Train,Good,3,4,4,Maybe,Adventure trip
18,Female,Hyderabad ,Student,"â‚¹1,000 â€“ â‚¹3,000",Amritsar,Family trip,5,November,Winter,7555,Bus,Good,3,4,4,Maybe,Relaxing holiday
24,Male,Gujarat,Student,"Above â‚¹15,000",manali,Friends trip,5,May,Summer,2000,Car,Average,4,5,4,Yes,Food-focused trip
17,Male,Visakhapatnam ,Homemaker,"Less than â‚¹1,000",Hyderabad ,Family trip,6,April,Spring,9451,Bus,Good,5,5,5,Yes,Luxury travel
20,Male,madhya pradesh,Student,"Above â‚¹15,000",Manali,Friends trip,7,November,rainy,11614,Bike,Good,4,4,4,Yes,Adventure trip
21,Female,Andhra pradesh ,Student,"â‚¹3,000 â€“ â‚¹7,000",Manali ,Friends trip,4,October,Winter,6686,Bus,Excellent,5,5,5,Yes,Adventure trip
18,Male,Maharashtra ,Student,"â‚¹1,000 â€“ â‚¹3,000",Tirupati ,Friends trip,6,May,summer,6470,Train,Average,3,5,5,Yes,Luxury travel
20,Male,Kanpur,Student,"Above â‚¹15,000",Manali,Friends trip,3,November,Winter,5000,Bus,Good,3,5,5,Maybe,Nature & sightseeing
18,Female,madhya pradesh,Student,"â‚¹7,000 â€“ â‚¹15,000",Jhalandar ,Friends trip,3,October,winter,3645,Bike,Good,4,4,5,Yes,Cultural exploration
27,Male,Bangalore ,Working Professional,"â‚¹7,000 â€“ â‚¹15,000",Kerala ,Friends trip,10,October,Winter,10000,Train,Good,4,5,5,Maybe,Relaxing holiday
21,Male,kerala,Student,"â‚¹3,000 â€“ â‚¹7,000",Kashmir ,Friends trip,5,August,winter,18800,Car,Average,4,4,3,Yes,Relaxing holiday
23,Female,madhya pradesh,Student,"Less than â‚¹1,000",Himachal ,Friends trip,3,December,rainy,5000,Bus,Good,4,5,5,Yes,Adventure trip
19,Female,Andhra Pradesh ,Student,"â‚¹3,000 â€“ â‚¹7,000",Dharmashala ,Business trip,5,October,Winter,17000,Train,Good,4,4,4,Yes,Nature & sightseeing
22,Male,Uttar pradesh,Student,"â‚¹7,000 â€“ â‚¹15,000",Kashmir,Friends trip,3,October,rainy,2836,Flight,Good,3,5,5,Yes,Cultural exploration
20,Male,Andhra Pradesh,Student,"â‚¹7,000 â€“ â‚¹15,000",Vijayawada,Friends trip,5,July,autumn,3000,Train,Excellent,4,4,4,Yes,Cultural exploration
18,Male,andhra pradesh,Student,"Less than â‚¹1,000",manali,Solo,1,November,summer,1565,Train,Good,5,5,3,Yes,Nature & sightseeing
22,Male,punjab,Student,"â‚¹1,000 â€“ â‚¹3,000",manali,Business trip,4,July,Rainy,2000,Car,Average,4,5,4,Yes,Luxury travel
20,Female,telangana,Student,"â‚¹1,000 â€“ â‚¹3,000",Amritsar,Family trip,3,August,winter,15540,Train,Average,2,3,3,Maybe,Adventure trip
19,Male,telangana,Student,"Less than â‚¹1,000",Jaipur ,Solo,5,May,winter,25000,Flight,Excellent,5,5,5,Maybe,Relaxing holiday
18,Male,Uttar Pradesh,Student,"â‚¹1,000 â€“ â‚¹3,000",manali,Friends trip,1,July,winter,6900,Car,Excellent,3,5,5,Yes,Luxury travel
21,Male,Karnataka,Student,"Less than â‚¹1,000",Tirupati ,Family trip,4,May,summer,2000,Train,Good,5,5,5,Yes,Food-focused trip
18,Male,delhi,Student,"â‚¹1,000 â€“ â‚¹3,000",Bali,Friends trip,4,April,summer,6914,Car,Excellent,4,4,5,Yes,Adventure trip
31,Female,Andhra Pradesh,Student,"â‚¹3,000 â€“ â‚¹7,000",Ujjain ,Friends trip,5,January,Winter,7751,Car,Excellent,4,4,4,Yes,Adventure trip
20,Male,Karnataka,Student,"â‚¹1,000 â€“ â‚¹3,000",Hyderabad ,Friends trip,2,November,winter,3000,Flight,Average,4,5,4,Yes,Food-focused trip
23,Female,Andhra Aradesh,Student,"â‚¹1,000 â€“ â‚¹3,000",kashmir ,Friends trip,1,August,Spring,1524,Car,Average,3,5,5,Yes,Adventure trip
20,Female,telangana,Student,"Above â‚¹15,000",Dalhousie ,Friends trip,3,October,winter,15000,Bus,Average,1,5,5,Yes,Nature & sightseeing
22,Female,Chennai,Student,"â‚¹1,000 â€“ â‚¹3,000",aruku valley,Solo,4,August,Summer,8680,Flight,Average,2,2,3,No,Cultural exploration
21,Male,punjab,Student,"â‚¹1,000 â€“ â‚¹3,000",Haridwar,Friends trip,3,October,autumn,2500,Train,Good,5,5,5,Maybe,Adventure trip
27,Female,Jharkhand,Student,"â‚¹3,000 â€“ â‚¹7,000",Hyderabad ,Family trip,4,May,summer,8800,Bus,Excellent,5,3,5,Yes,Nature & sightseeing
19,Female,bihar,Student,"â‚¹1,000 â€“ â‚¹3,000",manali,Friends trip,5,October,Winter,7500,Bus,Good,4,5,5,Yes,Budget travel
26,Male,Uttar Pradesh,Business,"Above â‚¹15,000",kashmir,Solo,5,May,Autumn,8450,Bike,Average,4,5,4,Yes,Budget travel
20,Male,telangana,Student,"â‚¹1,000 â€“ â‚¹3,000",Tirupati ,Family trip,9,July,Summer,14041,Train,Good,5,5,5,Yes,Cultural exploration
21,Female,Visakhapatnam ,Student,"â‚¹3,000 â€“ â‚¹7,000",Shirdi,Business trip,1,March,Summer,1812,Train,Average,5,5,4,Yes,Food-focused trip
17,Male,Telengana ,Student,"â‚¹3,000 â€“ â‚¹7,000",Bali,Friends trip,6,August,summer,5682,Train,Excellent,5,3,5,Yes,Relaxing holiday
20,Female,odisha,Student,"â‚¹3,000 â€“ â‚¹7,000",Delhi,Family trip,5,October,rainy,6000,Train,Excellent,2,2,2,Yes,Relaxing holiday
17,Male,Andhra pradesh,Student,"Less than â‚¹1,000",badrinath temple,Friends trip,4,November,rainy,6953,Bus,Excellent,2,3,3,Yes,Adventure trip
20,Male,chandigarh,Student,"Less than â‚¹1,000",Yadadri,Friends trip,8,August,summer,8414,Bus,Average,4,5,4,Yes,Cultural exploration
22,Female,punjab,Student,"â‚¹1,000 â€“ â‚¹3,000",Katra,Friends trip,3,September,summer,5000,Train,Good,4,5,5,Yes,Cultural exploration
17,Female,gujarat,Student,"Less than â‚¹1,000",manali,Friends trip,5,September,winter,6765,Car,Good,5,5,5,Yes,Adventure trip
23,Male,odisha,Student,"â‚¹3,000 â€“ â‚¹7,000",tirupati,Solo,7,April,Rainy,9000,Train,Good,4,5,5,Yes,Nature & sightseeing
17,Male,Rajasthan ,Student,"Less than â‚¹1,000",Ridhi Sidhi,Friends trip,1,October,Autumn,650,Bike,Good,5,5,5,Yes,Food-focused trip
18,Female,Karnataka,Student,"â‚¹3,000 â€“ â‚¹7,000",Churu,Friends trip,4,August,Spring,1950,Car,Average,3,5,5,Yes,Cultural exploration
20,Female,bihar,Student,"Above â‚¹15,000",Shimla,Friends trip,1,December,summer,1698,Train,Good,4,4,3,No,Budget travel
21,Male,telangana,Student,"Above â‚¹15,000",Mussoorie ,Friends trip,5,November,autumn,10000,Train,Good,5,5,5,Maybe,Adventure trip
23,Male,assam,Student,"â‚¹7,000 â€“ â‚¹15,000",Amritsar ,Friends trip,7,November,Summer,6456,Train,Average,5,2,3,Maybe,Adventure trip
20,Female,Uttar Pradesh ,Student,"Above â‚¹15,000",Dehradun ,Family trip,3,April,Summer,5000,Train,Average,3,5,4,Yes,Adventure trip
20,Female,odisha,Student,"Above â‚¹15,000",Tirupati,Friends trip,5,June,autumn,11000,Bus,Good,3,3,3,Yes,Relaxing holiday
17,Male,Karnataka,Student,"Above â‚¹15,000",Triund,Family trip,7,May,Summer,6302,Train,Good,5,5,2,Yes,Budget travel
19,Female,odisha,Student,"Above â‚¹15,000",Visakhapatnam,Friends trip,5,December,autumn,5579,Bus,Average,1,2,5,Yes,Adventure trip
20,Male,madhya pradesh,Student,"â‚¹1,000 â€“ â‚¹3,000",Manali,Friends trip,4,October,winter,10000,Bike,Good,4,5,5,Yes,Adventure trip
21,Female,meghalaya,Student,"â‚¹1,000 â€“ â‚¹3,000",Haridwar ,Family trip,4,January,summer,7291,Bike,Average,4,1,2,Yes,Relaxing holiday
17,Female,west bengal,Student,"Less than â‚¹1,000",Bangalore ,Friends trip,9,April,summer,14602,Train,Average,1,4,5,Yes,Nature & sightseeing
25,Female,tamil nadu,Student,"Above â‚¹15,000",Varanasi ,Friends trip,4,November,Autumn,4555,Car,Average,5,4,3,Yes,Luxury travel
21,Male,chandigarh,Student,"â‚¹1,000 â€“ â‚¹3,000",Manali,Family trip,4,August,winter,4101,Flight,Good,5,5,5,Maybe,Nature & sightseeing
20,Female,Bihar ,Student,"â‚¹1,000 â€“ â‚¹3,000",Vaishno Devi,Friends trip,2,November,Winter,3200,Train,Good,3,5,4,Yes,Nature & sightseeing
20,Male,haryana,Student,"Less than â‚¹1,000",Katra,Friends trip,3,October,Spring,8000,Bike,Good,3,5,4,Yes,Nature & sightseeing
19,Male,Karnataka,Student,"â‚¹1,000 â€“ â‚¹3,000",Jammu Kashmir ,Friends trip,5,October,Spring,5998,Bus,Good,5,5,5,Yes,Cultural exploration
30,Male,tamil nadu,Working Professional,"â‚¹3,000 â€“ â‚¹7,000",Coorg,Family trip,5,December,autumn,21000,Flight,Average,3,3,3,Maybe,Relaxing holiday
22,Female,punjab,Business,"â‚¹1,000 â€“ â‚¹3,000",kashmir ,Friends trip,6,April,summer,5309,Train,Excellent,4,4,4,Yes,Adventure trip
19,Male,west bengal,Student,"â‚¹3,000 â€“ â‚¹7,000",Dehli,Solo,5,September,autumn,10000,Flight,Excellent,5,5,5,Maybe,Luxury travel
22,Female,telangana,Student,"Less than â‚¹1,000",Jaipur,Friends trip,2,November,autumn,3542,Bus,Excellent,3,5,4,Yes,Nature & sightseeing
21,male,india,Business,"â‚¹3,000 â€“ â‚¹7,000",shillong,Business trip,18,January,summer,6900,Bike,Very poor,2,1,2,No,Cultural exploration
23,Female,telangana,Student,"Less than â‚¹1,000",Punjab,Friends trip,4,December,Winter,4468,Train,Average,4,3,5,Maybe,Nature & sightseeing
